# radius mass k_2
nan nan nan
9.667602035058944665e+00 6.695810175455787867e-127 0.000000000000000000e+00
9.667602035058941112e+00 2.226703693514709492e-125 0.000000000000000000e+00
9.667602035058941112e+00 7.404943104401157800e-124 0.000000000000000000e+00
9.667602035058942889e+00 2.462527122002079574e-122 0.000000000000000000e+00
9.667602035058942889e+00 8.189178149108627103e-121 0.000000000000000000e+00
9.667602035058944665e+00 2.723325893901831379e-119 0.000000000000000000e+00
9.667602035058942889e+00 9.056469146667629057e-118 0.000000000000000000e+00
9.667602035058946441e+00 3.011745072016483788e-116 0.000000000000000000e+00
9.667602035058944665e+00 1.001561230090774390e-114 0.000000000000000000e+00
9.667602035058942889e+00 3.330709849719709151e-113 0.000000000000000000e+00
9.667602035058944665e+00 1.107633539490513729e-111 0.000000000000000000e+00
9.667602035058942889e+00 3.683455218735210976e-110 0.000000000000000000e+00
9.667602035058941112e+00 1.224939645170860611e-108 0.000000000000000000e+00
9.667602035058942889e+00 4.073558778940267100e-107 0.000000000000000000e+00
9.667602035058942889e+00 1.354669284392924891e-105 0.000000000000000000e+00
9.667602035058941112e+00 4.504977022953782632e-104 0.000000000000000000e+00
9.667602035058942889e+00 1.498138195879672888e-102 0.000000000000000000e+00
9.667602035058942889e+00 4.982085463516965862e-101 0.000000000000000000e+00
9.667602035058944665e+00 1.656801464247711329e-99 0.000000000000000000e+00
9.667602035058942889e+00 5.509723010643486434e-98 0.000000000000000000e+00
9.667602035058942889e+00 1.832268277708111537e-96 0.000000000000000000e+00
9.667602035058944665e+00 6.093241048615940950e-95 0.000000000000000000e+00
9.667602035058942889e+00 2.026318248710653188e-93 0.000000000000000000e+00
9.667602035058942889e+00 6.738557710580745917e-92 0.000000000000000000e+00
9.667602035058944665e+00 2.240919463056873692e-90 0.000000000000000000e+00
9.667602035058944665e+00 7.452217901201291180e-89 0.000000000000000000e+00
9.667602035058942889e+00 2.478248440540919012e-87 0.000000000000000000e+00
9.667602035058941112e+00 8.241459676123880803e-86 0.000000000000000000e+00
9.667602035058942889e+00 2.740712209561467110e-84 0.000000000000000000e+00
9.667602035058942889e+00 9.114287651495367975e-83 0.000000000000000000e+00
9.667602035058941112e+00 3.030972719587298742e-81 0.000000000000000000e+00
9.667602035058942889e+00 1.007955418806051176e-79 0.000000000000000000e+00
9.667602035058942889e+00 3.351973839074399629e-78 0.000000000000000000e+00
9.667602035058942889e+00 1.114704917321533612e-76 0.000000000000000000e+00
9.667602035058942889e+00 3.706971212650762584e-75 0.000000000000000000e+00
9.667602035058944665e+00 1.232759931161021496e-73 0.000000000000000000e+00
9.667602035058944665e+00 4.099565280382980456e-72 0.000000000000000000e+00
9.667602035058941112e+00 1.363317793132038937e-70 0.000000000000000000e+00
9.667602035058941112e+00 4.533737794015028465e-69 0.000000000000000000e+00
9.667602035058944665e+00 1.507702641924725402e-67 0.000000000000000000e+00
9.667602035058942889e+00 5.013892200531412986e-66 0.000000000000000000e+00
9.667602035058939336e+00 1.667378851738119140e-64 0.000000000000000000e+00
9.667602035058944665e+00 5.544898302618160346e-63 1.373231599542532983e-253
9.667602035058944665e+00 1.843965884197553011e-61 1.677977533087113837e-247
9.667602035058942889e+00 6.132141648980219521e-60 2.052217220917886011e-241
9.667602035058948218e+00 2.039254713192367572e-58 2.509923665879880537e-235
9.667602035058946441e+00 6.781578155437959193e-57 3.069712477199825516e-229
9.667602035058944665e+00 2.255225989220110423e-55 3.754351106678160671e-223
9.667602035058949994e+00 7.499794510773962606e-54 4.591684835927358451e-217
9.667602035058944665e+00 2.494070127459375429e-52 5.615769286050099921e-211
9.667602035058942889e+00 8.294074979986203036e-51 6.868255509442276197e-205
9.667602035058941112e+00 2.758209523310751266e-49 8.400084002767768923e-199
9.667602035058944665e+00 9.172475282463975284e-48 1.027355653145794393e-192
9.667602035058939336e+00 3.050323120718480528e-46 1.256487003909348429e-186
9.667602035058944665e+00 1.014390429438182959e-44 1.536721568775999033e-180
9.667602035058942889e+00 3.373373582446827083e-43 1.879456908631681525e-174
9.667602035058942889e+00 1.121821440394770920e-41 2.298632584415088844e-168
9.667602035058946441e+00 3.730637337879468768e-40 2.811297100702776723e-162
9.667602035058944665e+00 1.240630143589034511e-38 3.438301293564526378e-156
9.667602035058946441e+00 4.125737813090732672e-37 4.205146365488074755e-150
9.667602035058941112e+00 1.372021515866296096e-35 5.143021057597881495e-144
9.667602035058942889e+00 4.562682180208859836e-34 6.290070142621290091e-138
9.667602035058939336e+00 1.517328149511628694e-32 7.692945829035483768e-132
9.667602035058942889e+00 5.045901998799082223e-31 9.408705181133540596e-126
9.667602035058944665e+00 1.678023767613017615e-29 1.150713070737767251e-119
9.667602035058941112e+00 5.580298161447313473e-28 1.407356852792450069e-113
9.667602035058942889e+00 1.855738170797444290e-26 1.721239952045527769e-107
9.667602035058946441e+00 6.171290599393206928e-25 2.105128466494118755e-101
9.667602035058942889e+00 2.052273766928725747e-23 2.574635718030955150e-95
9.667602035058942889e+00 6.824873252342712210e-22 3.148857272162976092e-89
9.667602035058941112e+00 2.269623851415078429e-20 3.851147581905080179e-83
9.667602035058944665e+00 7.547674859960240153e-19 4.710069849701044710e-77
9.667602035058941112e+00 2.509992823531086190e-17 5.760557734739584114e-71
9.667602035058944665e+00 8.347026191601973728e-16 5.453771292809230116e-64
9.667602035058905585e+00 2.775818543786596555e-14 1.745894282155886951e-56
9.667602035057672794e+00 9.231034396152483898e-13 -3.778985256554297165e-48
9.667602035016773954e+00 3.069797059065607031e-11 -5.455526698687436451e-41
9.667602033656516269e+00 1.020866522263535305e-09 -6.886270564637650471e-34
9.667601988421022696e+00 3.394909908920219467e-08 1.330846768449958141e-26
9.667600484126232629e+00 1.128982981110083475e-06 -8.413314256759484588e-20
9.667550480423448889e+00 3.754408582808561732e-05 1.628817867707793176e-09
9.665911804532411722e+00 1.248047891061072759e-03 2.054129338493591200e-04
9.638164952002352237e+00 4.117203785360938617e-02 7.668140500083588627e-03
1.232447634324085683e+01 1.013321415649080848e+00 7.767670520700539760e-02
9.817709164402989686e+00 1.689747327199094373e+00 1.933244437101609356e-02
